business_date,sku,sale_price,qty_sold,on_promo
2026-06-28,BEV-301,4.04,14,1
2026-06-29,BEV-301,4.49,12,0
2026-06-30,BEV-301,4.49,14,0
2026-07-01,BEV-301,4.49,15,0
2026-07-02,BEV-301,4.49,13,0
2026-07-03,BEV-301,4.49,12,0
2026-07-04,BEV-301,4.04,17,1
2026-07-05,BEV-301,4.49,12,0
2026-07-06,BEV-301,4.49,12,0
2026-07-07,BEV-301,3.59,12,1
2026-07-08,BEV-301,4.49,12,0
2026-07-09,BEV-301,4.49,10,0
2026-07-10,BEV-301,4.49,15,0
2026-07-11,BEV-301,4.49,11,0
2026-07-12,BEV-301,4.49,13,0
2026-07-13,BEV-301,4.04,16,1
2026-07-14,BEV-301,4.49,8,0
2026-07-15,BEV-301,4.49,12,0
2026-07-16,BEV-301,3.59,19,1
2026-07-17,BEV-301,4.49,14,0
2026-07-18,BEV-301,4.49,22,0
2026-07-19,BEV-301,3.59,15,1
2026-07-20,BEV-301,4.49,14,0
2026-07-21,BEV-301,4.49,12,0
2026-07-22,BEV-301,3.59,13,1
2026-07-23,BEV-301,4.49,15,0
2026-07-24,BEV-301,4.49,10,0
2026-07-25,BEV-301,4.04,15,1
2026-07-26,BEV-301,3.14,20,1
2026-07-27,BEV-301,4.49,12,0
2026-07-28,BEV-301,3.14,15,1
2026-07-29,BEV-301,4.49,11,0
2026-07-30,BEV-301,4.49,10,0
2026-07-31,BEV-301,4.49,12,0
2026-08-01,BEV-301,3.59,21,1
2026-08-02,BEV-301,4.49,9,0
2026-08-03,BEV-301,4.49,10,0
2026-08-04,BEV-301,4.49,18,0
2026-08-05,BEV-301,4.49,11,0
2026-08-06,BEV-301,3.59,18,1
2026-08-07,BEV-301,3.14,14,1
2026-08-08,BEV-301,3.59,20,1
2026-08-09,BEV-301,4.49,10,0
2026-08-10,BEV-301,3.14,19,1
2026-08-11,BEV-301,4.49,11,0
2026-08-12,BEV-301,4.49,12,0
2026-08-13,BEV-301,4.04,16,1
2026-08-14,BEV-301,4.49,14,0
2026-08-15,BEV-301,4.49,18,0
2026-08-16,BEV-301,4.49,15,0
2026-08-17,BEV-301,4.49,15,0
2026-08-18,BEV-301,4.49,10,0
2026-08-19,BEV-301,4.04,13,1
2026-08-20,BEV-301,3.59,12,1
2026-08-21,BEV-301,4.49,12,0
2026-08-22,BEV-301,4.49,15,0
2026-05-25,PRD-401,4.49,24,1
2026-05-26,PRD-401,4.99,22,0
2026-05-27,PRD-401,4.99,16,0
2026-05-28,PRD-401,3.49,33,1
2026-05-29,PRD-401,4.99,18,0
2026-05-30,PRD-401,4.99,19,0
2026-05-31,PRD-401,4.49,26,1
2026-06-01,PRD-401,4.49,22,1
2026-06-02,PRD-401,4.49,25,1
2026-06-03,PRD-401,4.99,14,0
2026-06-04,PRD-401,3.49,26,1
2026-06-05,PRD-401,3.49,37,1
2026-06-06,PRD-401,3.49,30,1
2026-06-07,PRD-401,4.99,18,0
2026-06-08,PRD-401,4.99,20,0
2026-06-09,PRD-401,4.99,17,0
2026-06-10,PRD-401,4.99,19,0
2026-06-11,PRD-401,4.99,16,0
2026-06-12,PRD-401,4.99,16,0
2026-06-13,PRD-401,4.99,26,0
2026-06-14,PRD-401,4.99,26,0
2026-06-15,PRD-401,3.99,38,1
2026-06-16,PRD-401,4.99,16,0
2026-06-17,PRD-401,3.49,32,1
2026-06-18,PRD-401,4.99,17,0
2026-06-19,PRD-401,3.99,32,1
2026-06-20,PRD-401,4.49,21,1
2026-06-21,PRD-401,4.99,22,0
2026-06-22,PRD-401,3.99,37,1
2026-06-23,PRD-401,4.99,13,0
2026-06-24,PRD-401,4.99,18,0
2026-06-25,PRD-401,4.99,19,0
2026-06-26,PRD-401,4.99,21,0
2026-06-27,PRD-401,4.99,22,0
2026-06-28,PRD-401,4.99,19,0
2026-06-29,PRD-401,4.99,20,0
2026-06-30,PRD-401,4.99,23,0
2026-07-01,PRD-401,4.99,25,0
2026-07-02,PRD-401,4.99,16,0
2026-07-03,PRD-401,3.49,37,1
2026-07-04,PRD-401,4.49,29,1
2026-07-05,PRD-401,4.99,24,0
2026-07-06,PRD-401,4.49,17,1
2026-07-07,PRD-401,4.99,21,0
2026-07-08,PRD-401,4.99,24,0
2026-07-09,PRD-401,3.99,24,1
2026-07-10,PRD-401,4.99,15,0
2026-07-11,PRD-401,4.99,31,0
2026-07-12,PRD-401,4.99,19,0
2026-07-13,PRD-401,4.99,17,0
2026-07-14,PRD-401,4.99,13,0
2026-07-15,PRD-401,4.99,21,0
2026-07-16,PRD-401,3.49,36,1
2026-07-17,PRD-401,4.99,17,0
2026-07-18,PRD-401,4.49,26,1
2026-07-19,PRD-401,4.99,25,0
2026-07-20,PRD-401,4.99,18,0
2026-07-21,PRD-401,4.49,19,1
2026-07-22,PRD-401,4.99,17,0
2026-07-23,PRD-401,4.99,18,0
2026-07-24,PRD-401,4.99,20,0
2026-07-25,PRD-401,3.99,29,1
2026-07-26,PRD-401,4.99,24,0
2026-07-27,PRD-401,4.99,17,0
2026-07-28,PRD-401,4.99,21,0
2026-07-29,PRD-401,4.99,30,0
2026-07-30,PRD-401,4.49,30,1
2026-07-31,PRD-401,4.99,23,0
2026-08-01,PRD-401,3.49,34,1
2026-08-02,PRD-401,4.99,23,0
2026-08-03,PRD-401,3.49,32,1
2026-08-04,PRD-401,3.49,33,1
2026-08-05,PRD-401,3.99,25,1
2026-08-06,PRD-401,4.99,15,0
2026-08-07,PRD-401,4.99,25,0
2026-08-08,PRD-401,4.99,19,0
2026-08-09,PRD-401,4.99,23,0
2026-08-10,PRD-401,3.99,18,1
2026-08-11,PRD-401,4.99,24,0
2026-08-12,PRD-401,3.99,28,1
2026-08-13,PRD-401,4.99,18,0
2026-08-14,PRD-401,4.99,19,0
2026-08-15,PRD-401,4.99,22,0
2026-08-16,PRD-401,3.49,43,1
2026-08-17,PRD-401,3.99,29,1
2026-08-18,PRD-401,3.49,36,1
2026-08-19,PRD-401,4.99,20,0
2026-08-20,PRD-401,4.99,14,0
2026-08-21,PRD-401,4.99,26,0
2026-08-22,PRD-401,4.99,24,0
2026-05-25,PRD-402,5.99,14,0
2026-05-26,PRD-402,5.99,12,0
2026-05-27,PRD-402,5.99,10,0
2026-05-28,PRD-402,4.19,21,1
2026-05-29,PRD-402,5.99,11,0
2026-05-30,PRD-402,5.99,17,0
2026-05-31,PRD-402,5.99,15,0
2026-06-01,PRD-402,5.99,11,0
2026-06-02,PRD-402,5.99,10,0
2026-06-03,PRD-402,5.99,17,0
2026-06-04,PRD-402,4.79,15,1
2026-06-05,PRD-402,4.79,17,1
2026-06-06,PRD-402,5.39,12,1
2026-06-07,PRD-402,4.19,32,1
2026-06-08,PRD-402,4.79,24,1
2026-06-09,PRD-402,5.99,7,0
2026-06-10,PRD-402,5.99,9,0
2026-06-11,PRD-402,4.79,19,1
2026-06-12,PRD-402,5.99,8,0
2026-06-13,PRD-402,5.39,14,1
2026-06-14,PRD-402,5.99,15,0
2026-06-15,PRD-402,4.19,16,1
2026-06-16,PRD-402,5.99,13,0
2026-06-17,PRD-402,5.99,14,0
2026-06-18,PRD-402,5.99,12,0
2026-06-19,PRD-402,5.99,12,0
2026-06-20,PRD-402,5.99,22,0
2026-06-21,PRD-402,5.39,15,1
2026-06-22,PRD-402,5.99,10,0
2026-06-23,PRD-402,5.99,12,0
2026-06-24,PRD-402,5.99,11,0
2026-06-25,PRD-402,5.99,11,0
2026-06-26,PRD-402,5.99,15,0
2026-06-27,PRD-402,5.99,12,0
2026-06-28,PRD-402,4.19,23,1
2026-06-29,PRD-402,5.99,10,0
2026-06-30,PRD-402,5.99,15,0
2026-07-01,PRD-402,4.19,25,1
2026-07-02,PRD-402,5.99,13,0
2026-07-03,PRD-402,4.79,16,1
2026-07-04,PRD-402,5.99,10,0
2026-07-05,PRD-402,5.39,14,1
2026-07-06,PRD-402,5.99,15,0
2026-07-07,PRD-402,5.99,9,0
2026-07-08,PRD-402,5.99,17,0
2026-07-09,PRD-402,5.99,13,0
2026-07-10,PRD-402,5.99,10,0
2026-07-11,PRD-402,5.99,13,0
2026-07-12,PRD-402,5.99,14,0
2026-07-13,PRD-402,5.99,12,0
2026-07-14,PRD-402,5.99,12,0
2026-07-15,PRD-402,5.39,14,1
2026-07-16,PRD-402,5.99,10,0
2026-07-17,PRD-402,5.99,11,0
2026-07-18,PRD-402,5.99,13,0
2026-07-19,PRD-402,5.99,12,0
2026-07-20,PRD-402,5.99,9,0
2026-07-21,PRD-402,5.99,10,0
2026-07-22,PRD-402,5.99,9,0
2026-07-23,PRD-402,5.99,12,0
2026-07-24,PRD-402,4.19,17,1
2026-07-25,PRD-402,4.19,26,1
2026-07-26,PRD-402,5.99,17,0
2026-07-27,PRD-402,5.99,10,0
2026-07-28,PRD-402,5.39,15,1
2026-07-29,PRD-402,4.79,17,1
2026-07-30,PRD-402,5.99,10,0
2026-07-31,PRD-402,4.79,15,1
2026-08-01,PRD-402,4.19,29,1
2026-08-02,PRD-402,5.99,16,0
2026-08-03,PRD-402,5.99,11,0
2026-08-04,PRD-402,5.99,13,0
2026-08-05,PRD-402,5.99,11,0
2026-08-06,PRD-402,5.99,15,0
2026-08-07,PRD-402,4.79,15,1
2026-08-08,PRD-402,5.99,18,0
2026-08-09,PRD-402,5.99,12,0
2026-08-10,PRD-402,5.99,12,0
2026-08-11,PRD-402,5.99,12,0
2026-08-12,PRD-402,4.79,17,1
2026-08-13,PRD-402,4.79,16,1
2026-08-14,PRD-402,5.99,17,0
2026-08-15,PRD-402,5.99,11,0
2026-08-16,PRD-402,5.39,21,1
2026-08-17,PRD-402,5.99,11,0
2026-08-18,PRD-402,5.39,11,1
2026-08-19,PRD-402,4.79,25,1
2026-08-20,PRD-402,5.99,11,0
2026-08-21,PRD-402,5.99,11,0
2026-08-22,PRD-402,5.99,11,0
